place,team_name,submission_date,score
981,RoRonoA-TKO,2024-08-21 04:24:21,0.4562
982,Prof.Dhoomketu,2024-08-12 19:30:00,0.4569
983,rf777rf777,2024-08-23 15:30:30,0.4615
984,hstanulov,2024-06-27 09:12:24,0.4668
985,Mairaj Uddin Qureshi,2024-08-16 13:36:48,0.4678
986,Devansh Desai,2024-07-30 17:27:48,0.4778
987,YujinCho,2024-08-12 02:32:03,0.4889
988,Kakarot,2024-06-25 13:04:08,0.4963
989,jjjjjjj,2024-08-22 08:55:49,0.5055
990,beginner46,2024-08-23 18:36:29,0.5071
991,Neeresh Kumar Perla,2024-08-15 07:13:39,0.5085
992,Sainath16,2024-07-22 17:34:26,0.5255
993,kshitiz sharma,2024-08-20 12:09:12,0.5263
994,Itachi Uchiha,2024-06-27 14:18:20,0.5348
995,Raju Sai Painkra,2024-08-06 00:03:07,0.5529
996,strawfev,2024-07-19 06:43:24,0.5589
997,Hacker3024,2024-08-18 12:23:49,0.5610
998,Jit _Roy2024,2024-08-18 14:13:45,0.5662
999,Bengisu yılmaz,2024-08-07 23:54:36,0.5780
1000,PychtjarowMagda,2024-07-12 14:12:35,0.6167
1001,Ankan Debnath,2024-07-12 03:27:35,0.6328
1002,asfef dgrg,2024-07-11 00:29:35,0.6328
1003,Remy57,2024-06-17 16:15:33,0.6480
1004,SC⭐︎,2024-07-15 15:16:09,0.6930
1005,Hong Phuc,2024-07-27 09:00:06,0.6931
1006,Moataz Alfoly,2024-08-22 10:43:29,0.7034
1007,masnoonahmed,2024-06-12 16:55:06,0.7137
1008,[Deleted] b236a014-a57a-4991-a069-6735f822e735,2024-07-09 04:00:24,0.7526
1009,Basil Alqaqah,2024-06-10 22:11:55,0.7980
1010,Kholis Prasetya,2024-07-15 15:30:03,0.8141
1011,Jayam Mehta,2024-08-19 18:41:15,0.8202
1012,Tarun Teja M,2024-07-08 12:30:58,0.8370
1013,Shubhasi Gupta,2024-07-10 04:53:46,0.8416
1014,Sumit Dwivedi,2024-08-08 23:37:25,0.8555
1015,Vivek Tiwari,2024-06-07 02:01:35,0.9000
1016,Anton Sadeq,2024-07-04 00:12:30,0.9800
1017,Angus Hoy,2024-08-08 13:54:32,1.0000
